tenure,MonthlyCharges,Contract,TotalCharges
4,19.75,Month-to-month,78.3
14,80.05,Month-to-month,1112.3
69,23.95,Two year,1713.1
44,54.0,One year,2440.25
13,100.8,Month-to-month,1308.1
9,101.5,Month-to-month,906.85
22,20.15,Month-to-month,432.5
1,20.5,Month-to-month,20.5
1,43.3,Month-to-month,43.3
71,93.7,Two year,6585.35
42,22.95,Two year,1014.25
1,79.55,Month-to-month,79.55
1,74.9,Month-to-month,74.9
42,84.65,Month-to-month,3541.35
8,56.3,Month-to-month,401.5
65,100.75,One year,6674.65
20,68.7,One year,1416.2
1,81.95,Month-to-month,81.95
42,69.4,Month-to-month,3058.3
51,23.95,One year,1216.35
43,80.2,One year,3581.6
46,94.15,One year,4408.45
52,89.25,Two year,4652.4
10,19.8,One year,198.25
35,91.0,Month-to-month,3180.5
66,65.85,Two year,4097.05
52,95.7,One year,4976.15
46,108.65,Two year,4903.2
50,70.5,Two year,3486.65
13,102.25,Month-to-month,1359.0
27,78.05,Month-to-month,2135.5
22,100.65,Month-to-month,2415.95
71,86.1,Two year,6045.9
26,45.45,Month-to-month,1233.15
45,93.9,Month-to-month,4200.25
16,19.35,One year,295.55
49,106.65,One year,5168.1
14,25.55,Month-to-month,372.45
17,45.05,Month-to-month,770.6
72,23.75,Two year,1679.25
49,94.8,Two year,4690.65
67,20.55,One year,1343.4
29,31.2,Month-to-month,926.2
13,97.0,Month-to-month,1334.45
72,109.55,Two year,7887.25
58,50.3,One year,2878.55
72,90.45,Two year,6565.85
1,72.1,Month-to-month,72.1
5,20.05,Month-to-month,94.15
34,116.15,Two year,3946.9
72,117.6,Two year,8308.9
51,94.0,One year,4905.75
4,56.5,Month-to-month,235.1
4,85.65,Month-to-month,338.9
24,93.55,Month-to-month,2264.05
31,50.4,One year,1580.1
1,54.35,Month-to-month,54.35
1,45.1,Month-to-month,45.1
34,67.65,Two year,2339.3
22,74.4,Month-to-month,1692.6
4,20.05,Month-to-month,91.45
72,100.9,Two year,7459.05
8,20.25,Month-to-month,158.35
1,24.45,Month-to-month,24.45
1,79.7,Month-to-month,79.7
1,25.7,Month-to-month,25.7
9,90.8,Month-to-month,809.75
33,100.6,Month-to-month,3270.25
53,105.25,One year,5576.3
57,86.9,One year,4939.25
60,79.2,One year,4765.0
72,64.7,Two year,4746.05
32,93.5,Month-to-month,2970.8
48,99.0,One year,4744.35
22,19.05,Month-to-month,454.05
65,45.25,Two year,2933.95
65,58.9,Two year,3857.1
1,19.8,Month-to-month,19.8
66,100.8,Month-to-month,6690.75
71,105.25,Two year,7291.75
17,70.4,Month-to-month,1214.05
2,44.95,Month-to-month,85.15
51,96.4,One year,4911.05
20,70.55,Month-to-month,1493.55
71,109.6,One year,7854.15
67,111.3,One year,7482.1
1,75.3,Month-to-month,75.3
16,75.4,Month-to-month,1189.4
55,88.8,Two year,4805.3
7,75.7,Month-to-month,554.05
43,63.95,Month-to-month,2737.05
1,55.0,Month-to-month,55.0
4,25.15,Month-to-month,99.95
72,114.5,Two year,8331.95
49,103.0,One year,5166.2
53,94.25,One year,4867.95
60,50.05,One year,2911.5
68,96.55,One year,6581.9
57,79.75,Two year,4438.2
7,81.1,Month-to-month,576.65
1,19.1,Month-to-month,19.1
7,69.45,One year,477.05
68,24.15,Two year,1498.85
19,100.0,One year,1888.65
2,79.55,Month-to-month,151.75
67,105.65,Two year,6717.9
67,60.05,One year,3994.05
35,69.0,One year,2441.7
67,106.6,One year,7244.7
11,90.15,Month-to-month,987.95
56,85.65,Two year,4824.45
8,29.35,Month-to-month,216.45
22,25.25,Two year,555.4
71,84.2,Two year,5956.85
46,35.05,Month-to-month,1620.25
66,104.55,One year,6779.05
15,49.0,Month-to-month,749.25
25,95.7,Month-to-month,2338.35
32,19.8,One year,607.7
8,66.7,Month-to-month,579.0
6,25.1,One year,171.0
3,46.1,Month-to-month,130.15
11,59.65,Month-to-month,683.25
15,91.0,Month-to-month,1430.05
23,90.05,Month-to-month,2169.8
1,44.0,Month-to-month,44.0
37,40.2,One year,1525.35
69,80.65,Two year,5542.55
71,79.1,Two year,5564.85
8,54.65,Month-to-month,482.25
6,63.4,Two year,348.8
58,84.3,Two year,4916.4
39,89.55,One year,3474.45
23,90.0,Month-to-month,2024.1
66,19.95,Two year,1269.1
51,83.25,Two year,4089.45
7,79.7,Month-to-month,586.05
15,19.65,One year,332.65
51,80.0,Month-to-month,4242.35
4,19.0,Month-to-month,73.45
18,50.3,Month-to-month,913.3
46,93.7,Month-to-month,4154.8
3,105.9,Month-to-month,334.65
63,25.25,Two year,1559.3
52,96.25,Two year,4990.25
17,69.0,Month-to-month,1108.0
43,85.1,One year,3662.25
69,19.95,Two year,1399.35
70,79.7,Two year,5743.3
4,23.9,One year,97.5
60,20.95,Two year,1270.55
20,24.45,Month-to-month,482.8
69,95.75,One year,6511.25
48,105.25,Month-to-month,4997.5
1,30.55,Month-to-month,30.55
8,51.05,Month-to-month,415.05
1,45.85,Month-to-month,45.85
1,19.55,Month-to-month,19.55
22,19.6,One year,422.5
16,39.0,Month-to-month,679.85
72,118.2,Two year,8547.15
11,61.25,One year,729.95
4,90.65,Month-to-month,367.95
8,20.0,Two year,141.6
54,82.45,One year,4350.1
69,81.5,Two year,5553.25
46,80.4,Month-to-month,3605.2
67,50.55,One year,3431.75
71,90.35,Two year,6325.25
20,89.95,Month-to-month,1648.45
41,113.6,Month-to-month,4594.95
3,41.15,Month-to-month,132.2
15,50.75,One year,688.2
22,79.35,Month-to-month,1730.35
18,80.65,Month-to-month,1451.9
9,98.3,Month-to-month,923.5
26,75.5,One year,2018.1
71,105.75,One year,7382.85
16,19.05,One year,326.65
72,89.1,Two year,6352.4
42,25.05,One year,949.85
47,96.1,One year,4391.45
66,66.1,Two year,4428.45
5,49.2,Month-to-month,216.9
4,29.65,Month-to-month,118.5
42,19.05,One year,761.85
69,60.8,One year,4263.4
60,116.6,One year,7049.5
12,19.35,One year,219.35
3,45.35,Month-to-month,141.5
54,105.4,One year,5643.4
6,20.2,Month-to-month,98.35
2,20.05,Month-to-month,42.7
57,93.75,Two year,5625.55
63,20.6,Two year,1298.7
41,94.3,Month-to-month,3893.6
25,99.3,Two year,2513.5
65,84.85,Two year,5459.2
54,20.1,Two year,1079.45
61,94.15,Month-to-month,5731.85
19,19.8,One year,344.5
12,19.45,Month-to-month,227.45
18,24.65,Two year,471.35
68,95.1,Two year,6683.4
10,100.25,Month-to-month,1064.65
20,94.55,Month-to-month,1899.65
42,99.45,Month-to-month,4138.05
45,42.3,One year,1840.75
72,115.15,Two year,8349.45
35,110.8,One year,3836.3
72,89.7,One year,6588.95
8,99.65,Month-to-month,820.5
37,64.75,Month-to-month,2345.2
21,104.55,One year,2239.4
71,80.45,Two year,5662.25
40,67.45,Month-to-month,2731.0
10,62.25,Month-to-month,612.95
25,88.4,Month-to-month,2191.15
41,74.7,One year,3187.65
19,95.9,Month-to-month,1777.9
23,95.1,Month-to-month,2326.05
57,107.95,Two year,5969.85
2,84.05,Month-to-month,134.05
70,79.6,Two year,5589.45
1,88.35,Month-to-month,88.35
70,109.5,One year,7534.65
72,97.0,Two year,7104.2
25,105.95,Month-to-month,2655.25
23,104.05,Month-to-month,2470.1
65,19.55,Two year,1218.65
25,20.8,Month-to-month,460.2
15,83.05,Month-to-month,1258.3
41,53.95,Month-to-month,2215.4
1,54.65,Month-to-month,54.65
48,70.95,One year,3629.2
4,61.45,Month-to-month,229.55
17,19.65,One year,351.55
42,104.75,Month-to-month,4323.45
49,39.2,Month-to-month,1838.15
21,19.6,Two year,390.4
60,110.6,Two year,6586.85
58,24.45,Two year,1513.6
31,20.45,Two year,638.55
61,101.15,One year,6383.9
64,90.25,One year,5629.15
61,61.45,Two year,3751.15
67,70.9,Two year,4677.1
55,25.7,Two year,1443.65
20,20.0,One year,416.45
11,79.5,Month-to-month,795.65
72,116.8,Two year,8456.75
57,84.5,Two year,4845.4
70,44.05,One year,3011.65
68,110.25,Two year,7279.35
1,84.6,Month-to-month,84.6
47,78.9,One year,3650.35
15,64.65,Month-to-month,994.55
69,20.35,One year,1442.65
3,55.35,Month-to-month,165.2
1,19.45,Month-to-month,19.45
33,88.95,Two year,3027.65
53,69.7,Two year,3686.05
20,80.7,Month-to-month,1614.2
1,93.55,Month-to-month,93.55
10,98.9,One year,1064.95
32,19.9,Month-to-month,601.55
56,101.05,Month-to-month,5594.0
71,19.1,Two year,1372.45
13,70.15,Month-to-month,916.75
2,20.1,Month-to-month,39.8
17,95.65,Month-to-month,1640.0
2,55.1,Month-to-month,113.35
72,101.35,One year,7323.15
26,54.55,One year,1362.85
5,25.9,Month-to-month,135.0
3,100.95,Month-to-month,329.95
26,80.7,Month-to-month,2193.0
59,65.5,One year,3801.3
27,49.85,Month-to-month,1336.15
57,103.05,Month-to-month,5925.75
1,44.1,Month-to-month,44.1
37,19.8,One year,695.05
6,49.45,Month-to-month,314.6
18,75.9,Month-to-month,1373.05
19,100.95,One year,1875.55
67,75.5,Two year,5229.45
34,71.55,Month-to-month,2427.35
22,48.8,Month-to-month,1054.6
52,91.25,One year,4738.3
56,54.05,One year,2959.8
18,95.45,Month-to-month,1752.55
56,104.55,One year,5794.65
4,90.4,Month-to-month,356.65
64,115.0,One year,7396.15
61,80.9,Two year,4932.5
71,99.4,Two year,7168.25
2,69.8,Month-to-month,134.7
64,102.1,One year,6688.1
45,108.45,Month-to-month,4964.7
18,23.75,One year,424.5
66,25.7,One year,1714.55
37,40.55,Two year,1390.85
39,25.0,Two year,1004.35
25,84.8,Month-to-month,2043.45
22,87.0,Month-to-month,1850.65
10,19.6,One year,189.45
20,20.35,One year,393.15
8,64.4,Month-to-month,581.7
49,52.15,Month-to-month,2583.75
65,105.85,Two year,6725.5
1,45.2,Month-to-month,45.2
5,94.45,Month-to-month,498.1
72,96.6,Two year,6827.5
72,110.15,Two year,7998.8
53,100.3,One year,5200.8
21,75.3,Month-to-month,1570.7
70,107.9,One year,7475.85
33,103.7,One year,3467.0
23,75.6,Month-to-month,1758.6
45,54.65,Two year,2553.7
35,19.65,One year,708.8
16,20.25,Month-to-month,327.45
49,106.65,Two year,5174.35
1,19.3,Month-to-month,19.3
61,80.8,Two year,4860.85
68,19.5,One year,1193.55
1,19.75,Month-to-month,19.75
60,53.6,Two year,3237.05
53,25.55,Two year,1336.1
28,103.3,Month-to-month,2890.65
2,69.65,Month-to-month,145.15
1,70.2,Month-to-month,70.2
16,72.65,Month-to-month,1194.3
72,20.1,Two year,1460.85
6,55.15,Month-to-month,322.9
3,107.95,Month-to-month,318.6
49,90.4,Month-to-month,4494.65
1,50.45,Month-to-month,50.45
50,94.4,Month-to-month,4914.9
12,29.3,Month-to-month,355.9
32,80.3,Month-to-month,2483.05
68,103.25,Two year,7074.4
1,20.8,Month-to-month,20.8
40,36.0,One year,1382.9
5,51.35,Month-to-month,262.3
72,78.85,Two year,5763.15
1,85.45,Month-to-month,85.45
58,109.1,Two year,6393.65
24,24.6,One year,605.25
3,83.9,Month-to-month,267.4
62,20.3,Two year,1296.15
72,110.9,Two year,7922.75
50,71.05,Month-to-month,3444.85
66,20.0,Two year,1374.2
40,81.2,Month-to-month,3292.3
40,70.75,One year,2921.75
67,103.15,Two year,6895.5
56,104.75,Month-to-month,5841.35
64,20.2,Two year,1277.75
20,84.35,Month-to-month,1745.2
71,95.5,Two year,6707.15
41,74.55,Month-to-month,3023.55
72,48.9,Two year,3527.0
18,46.4,One year,812.4
71,71.0,One year,5012.1
46,65.65,Two year,3047.15
46,20.25,Two year,890.35
57,54.65,One year,3134.7
68,80.65,Two year,5330.2
1,25.15,Month-to-month,25.15
38,20.4,Two year,743.5
32,79.3,Month-to-month,2570.0
2,45.0,Month-to-month,89.75
10,70.15,Month-to-month,735.5
72,19.4,Two year,1496.45
65,110.8,Two year,7245.9
21,84.1,Month-to-month,1737.45
67,19.65,Two year,1335.2
12,75.85,One year,854.45
25,102.8,Month-to-month,2660.2
8,85.2,Month-to-month,695.75
1,19.45,Month-to-month,19.45
65,79.4,Two year,5071.9
2,54.85,Month-to-month,104.2
62,48.7,Two year,3008.55
36,84.9,Month-to-month,3067.2
38,19.3,One year,755.5
57,59.6,One year,3509.4
32,20.35,One year,707.5
44,90.4,Month-to-month,4063.0
2,54.4,Month-to-month,114.1
41,114.5,Month-to-month,4527.45
14,90.9,Month-to-month,1259.0
56,85.6,Month-to-month,4902.8
7,84.55,Month-to-month,646.85
11,20.45,Month-to-month,237.3
13,20.2,One year,273.25
71,105.15,Two year,7555.0
22,24.85,Month-to-month,493.4
42,99.0,One year,4298.45
15,19.65,One year,270.6
69,92.15,Two year,6480.9
23,75.3,Month-to-month,1702.9
19,73.85,Month-to-month,1424.5
63,50.65,Two year,3221.25
68,72.95,Two year,4953.25
1,80.55,Month-to-month,80.55
18,39.05,Month-to-month,669.85
71,58.25,Two year,4145.9
15,20.35,One year,335.95
8,19.7,Two year,130.25
21,96.8,Month-to-month,2030.3
6,89.75,Month-to-month,552.65
69,29.8,One year,2134.3
68,56.4,Two year,3948.45
1,20.3,Month-to-month,20.3
62,19.95,One year,1244.8
38,78.95,One year,2862.55
5,85.3,Month-to-month,424.15
3,94.6,Month-to-month,279.55
45,115.65,Month-to-month,5125.5
1,20.95,Month-to-month,20.95
9,75.5,Month-to-month,637.4
20,69.8,Month-to-month,1540.35
54,79.5,Month-to-month,4370.25
20,19.7,Two year,419.4
48,108.1,Two year,5067.45
54,24.95,Month-to-month,1364.75
1,50.1,Month-to-month,50.1
1,43.8,Month-to-month,43.8
1,19.55,Month-to-month,19.55
48,19.95,One year,1004.5
1,19.55,Month-to-month,19.55
37,72.1,One year,2658.4
1,19.1,Month-to-month,19.1
39,25.2,Two year,987.95
4,55.5,Month-to-month,227.35
33,24.15,One year,800.3
18,19.25,Month-to-month,331.35
4,50.05,Month-to-month,179.35
56,21.2,One year,1238.65
17,70.0,Month-to-month,1144.5
50,90.1,One year,4549.45
72,20.3,Two year,1401.15
10,75.05,Month-to-month,786.3
25,20.1,Two year,486.05
71,25.05,Two year,1873.7
20,25.55,Month-to-month,507.4
14,86.1,Month-to-month,1235.55
62,56.15,One year,3487.95
8,25.5,Month-to-month,215.2
54,90.05,Month-to-month,4931.8
61,118.6,One year,7365.7
67,59.55,Two year,4103.9
49,81.35,Two year,4060.9
66,91.7,Two year,6075.9
47,104.1,Month-to-month,5135.15
21,36.0,Month-to-month,780.15
51,99.0,Month-to-month,5038.15
22,81.7,Month-to-month,1820.9
3,20.7,Month-to-month,57.5
64,110.5,Two year,7069.25
67,53.4,Month-to-month,3579.15
72,25.4,Two year,1797.1
37,61.45,Two year,2302.35
37,19.6,One year,727.8
41,98.4,Month-to-month,4187.75
65,104.25,Month-to-month,6812.95
47,19.9,One year,942.95
26,74.95,Month-to-month,1834.95
9,85.35,Month-to-month,758.6
60,80.6,Two year,4946.7
1,86.05,Month-to-month,86.05
62,43.6,Two year,2748.7
6,69.25,Month-to-month,418.4
53,98.6,One year,5311.85
32,75.5,Month-to-month,2324.7
67,118.35,One year,7804.15
15,25.4,Month-to-month,399.6
49,30.2,Month-to-month,1453.1
22,55.15,Month-to-month,1206.05
64,105.25,Two year,6823.4
21,82.35,Month-to-month,1852.85
12,98.1,Month-to-month,1060.2
43,94.1,Month-to-month,4107.3
66,20.35,One year,1359.5
44,96.1,Month-to-month,4364.1
17,20.65,One year,330.6
1,50.1,Month-to-month,50.1
51,97.8,Month-to-month,4913.3
9,20.25,Month-to-month,178.5
64,100.05,One year,6254.2
8,75.0,Month-to-month,658.1
57,74.3,Month-to-month,4018.35
59,68.7,One year,4070.95
64,66.15,One year,4392.5
1,19.4,Month-to-month,19.4
72,85.9,Two year,6110.75
1,80.5,Month-to-month,80.5
51,25.0,One year,1260.7
42,84.3,Month-to-month,3588.4
1,20.3,Month-to-month,20.3
56,103.2,Two year,5744.35
39,106.4,Month-to-month,4040.65
25,40.65,One year,970.55
71,72.9,One year,5139.65
10,46.0,Month-to-month,492.1
40,84.9,Month-to-month,3369.05
68,24.0,Two year,1664.3
61,20.4,One year,1226.45
69,86.9,Two year,6194.1
30,85.35,One year,2530.4
1,46.2,Month-to-month,46.2
22,19.25,One year,412.55
38,94.9,Two year,3616.25
3,75.25,Month-to-month,242.0
1,35.45,Month-to-month,35.45
41,89.55,One year,3729.75
7,50.3,Month-to-month,355.1
68,103.75,Two year,7039.45
5,63.95,Month-to-month,318.1
41,102.6,One year,4213.35
35,25.75,Month-to-month,882.55
19,86.0,Month-to-month,1532.45
69,79.45,Two year,5502.55
45,73.85,Two year,3371.0
67,67.85,Two year,4627.65
61,79.4,One year,4820.55
24,84.85,Month-to-month,2048.8
22,69.25,Month-to-month,1554.0
63,81.2,One year,4965.1
1,35.75,Month-to-month,35.75
24,104.15,Month-to-month,2494.65
39,95.55,One year,3692.85
63,91.35,One year,5764.7
1,50.75,Month-to-month,50.75
26,29.8,Month-to-month,786.5
41,51.35,One year,2075.1
22,20.3,One year,467.15
35,89.7,One year,3165.6
37,19.8,One year,677.05
55,103.65,Month-to-month,5676.65
38,66.15,Month-to-month,2522.4
32,35.15,Month-to-month,1051.05
14,86.0,Month-to-month,1164.05
62,104.05,Two year,6590.5
14,86.3,Month-to-month,1180.95
29,89.2,Month-to-month,2698.35
54,89.8,Month-to-month,4667.0
71,95.15,One year,6770.85
47,94.8,One year,4535.85
2,95.1,Month-to-month,180.25
45,50.9,Month-to-month,2333.85
70,76.1,Two year,5264.25
4,20.35,Month-to-month,76.35
33,82.1,Two year,2603.1
20,94.3,One year,1818.3
56,24.45,One year,1431.65
12,99.7,Month-to-month,1238.45
1,19.55,Month-to-month,19.55
38,57.15,Month-to-month,2250.65
12,58.35,Month-to-month,740.55
1,20.2,Month-to-month,20.2
28,18.25,One year,534.7
43,50.2,Month-to-month,2169.4
61,106.6,Two year,6428.4
16,55.3,Month-to-month,875.35
10,70.1,Month-to-month,659.65
63,80.3,Month-to-month,4896.35
62,23.75,One year,1446.8
46,40.4,Two year,1842.7
1,20.4,One year,20.4
9,55.3,Month-to-month,501.2
2,95.85,Month-to-month,197.7
35,69.15,Two year,2490.15
69,81.95,Two year,5601.4
33,80.1,One year,2603.3
46,21.1,Two year,937.1
1,69.6,Month-to-month,69.6
1,75.55,Month-to-month,75.55
65,26.0,Two year,1654.85
15,58.95,Month-to-month,955.15
7,69.15,Month-to-month,488.65
19,78.25,Month-to-month,1490.95
25,75.5,Month-to-month,1901.05
38,69.5,Month-to-month,2625.25
53,18.7,Two year,1005.7
1,45.3,Month-to-month,45.3
1,69.1,Month-to-month,69.1
52,20.85,One year,1071.6
43,78.8,Two year,3460.3
23,54.15,Month-to-month,1312.45
2,80.55,Month-to-month,184.1
34,50.2,Month-to-month,1815.3
6,44.6,Month-to-month,260.8
26,51.55,One year,1295.4
2,44.9,Month-to-month,111.05
11,19.7,Month-to-month,216.2
1,49.65,Month-to-month,49.65
53,97.75,One year,5043.2
1,19.75,Month-to-month,19.75
14,76.45,Month-to-month,1117.55
22,25.6,One year,548.8
64,84.3,One year,5289.05
62,72.0,Two year,4284.2
36,65.4,One year,2498.4
4,81.0,Month-to-month,340.85
38,85.4,Two year,3297.0
32,85.65,Month-to-month,2664.3
61,51.35,Two year,3244.4
70,26.05,One year,1856.4
31,89.45,Month-to-month,2807.65
9,18.95,Month-to-month,185.6
66,90.05,Two year,5965.95
10,19.9,Month-to-month,199.45
30,64.5,One year,1985.15
5,90.35,Month-to-month,434.5
54,24.05,Two year,1230.9
59,41.05,Month-to-month,2452.7
40,25.25,Two year,1006.9
35,108.95,Two year,4025.5
12,61.65,Month-to-month,713.75
42,95.25,Month-to-month,3959.35
72,108.05,Two year,7806.6
63,39.35,Two year,2395.05
4,19.95,Month-to-month,59.25
68,53.0,Two year,3656.25
32,64.85,One year,2010.95
5,80.15,Month-to-month,385.0
72,109.15,One year,7789.6
1,76.2,Month-to-month,76.2
1,55.8,Month-to-month,55.8
71,90.55,Two year,6239.05
46,19.25,Two year,864.2
13,23.9,Month-to-month,300.8
41,81.3,Month-to-month,3190.65
30,74.85,Two year,2181.75
1,69.2,Month-to-month,69.2
22,49.45,One year,1031.4
1,20.05,Month-to-month,20.05
10,78.15,Month-to-month,765.15
19,44.85,One year,893.55
27,56.2,One year,1567.55
14,69.65,Month-to-month,921.4
59,113.75,Two year,6561.25
2,75.7,Month-to-month,189.2
12,21.05,Two year,262.05
4,45.9,Month-to-month,199.75
65,110.35,Two year,7246.15
2,97.1,Month-to-month,184.15
71,105.9,One year,7521.95
30,91.7,Month-to-month,2758.15
29,74.95,Month-to-month,2149.05
5,99.15,Month-to-month,465.05
17,92.6,Month-to-month,1579.7
61,24.2,Two year,1445.2
16,89.45,Month-to-month,1430.25
47,20.05,One year,951.55
37,79.25,One year,2911.8
8,25.25,Month-to-month,186.3
64,54.6,Two year,3423.5
40,24.8,Two year,1024.7
10,20.55,Month-to-month,187.35
9,75.75,Month-to-month,655.9
53,94.0,One year,4871.45
1,20.7,Month-to-month,20.7
13,19.95,One year,253.8
34,55.0,One year,1885.15
21,24.7,Month-to-month,467.15
0,20.25,Two year,0.0
25,76.15,Month-to-month,1992.95
1,69.95,Month-to-month,69.95
2,75.45,Month-to-month,158.4
47,21.3,Two year,1041.8
72,94.45,Two year,6921.7
31,99.95,Month-to-month,3186.65
0,20.0,Two year,0.0
47,19.65,Two year,973.1
72,24.8,Two year,1874.3
1,20.55,Month-to-month,20.55
9,34.7,Month-to-month,296.1
4,30.5,Month-to-month,118.4
19,87.3,Month-to-month,1637.3
43,75.2,Month-to-month,3198.6
43,75.2,Two year,3254.35
18,45.65,Month-to-month,747.2
39,99.75,Month-to-month,4036.0
11,111.4,Month-to-month,1183.05
1,35.9,Month-to-month,35.9
1,68.95,Month-to-month,68.95
43,34.0,Month-to-month,1505.35
12,26.4,One year,314.95
52,85.15,Two year,4461.85
71,83.2,Two year,6126.1
71,109.25,Two year,7707.7
30,94.3,Month-to-month,2679.7
39,24.2,One year,914.6
3,55.1,Month-to-month,154.65
3,21.2,One year,52.05
68,75.8,One year,5293.95
41,19.3,Two year,772.4
8,87.05,Month-to-month,762.1
72,24.15,Two year,1776.45
10,79.95,Month-to-month,857.2
12,53.65,One year,696.35
72,109.55,Two year,8165.1
17,85.35,Month-to-month,1463.45
68,78.45,One year,5333.35
57,104.5,Month-to-month,5921.35
37,106.75,Month-to-month,4056.75
1,48.95,Month-to-month,48.95
53,106.95,One year,5785.5
34,79.95,One year,2727.3
49,59.75,Month-to-month,2934.3
70,86.45,Two year,5950.2
67,64.55,Two year,4250.1
51,24.95,Two year,1288.0
3,69.95,One year,220.45
1,70.7,Month-to-month,70.7
56,75.85,Two year,4261.2
12,112.95,Month-to-month,1384.75
27,100.75,Month-to-month,2793.55
58,105.2,One year,6225.4
6,20.2,Month-to-month,123.65
64,24.05,Two year,1559.15
16,79.95,Month-to-month,1267.95
44,94.4,One year,4295.35
16,20.15,Month-to-month,341.35
18,20.1,Two year,370.5
44,19.5,One year,835.5
30,101.5,Month-to-month,2917.65
25,79.0,Month-to-month,1902.0
14,71.0,Month-to-month,914.0
4,50.85,Month-to-month,239.55
42,99.0,Two year,4135.0
7,20.45,Month-to-month,150.75
19,84.75,Month-to-month,1651.95
7,45.75,Month-to-month,344.2
10,65.9,One year,660.05
15,101.75,Month-to-month,1669.4
12,106.7,Month-to-month,1253.9
12,19.0,Month-to-month,233.55
8,19.2,Month-to-month,156.85
10,19.8,Month-to-month,196.75
55,74.0,Month-to-month,4052.4
69,82.45,Two year,5555.3
16,20.1,One year,318.6
51,30.05,Month-to-month,1529.45
71,90.1,Two year,6310.9
54,70.15,One year,3715.65
1,49.3,Month-to-month,49.3
26,54.75,Month-to-month,1406.9
8,20.15,Month-to-month,156.25
12,20.3,Month-to-month,246.7
5,74.35,Month-to-month,334.8
69,54.95,Two year,3772.5
46,98.85,Month-to-month,4564.9
46,96.05,Month-to-month,4399.5
9,95.9,Month-to-month,827.45
53,111.8,One year,5809.75
41,40.35,Month-to-month,1677.85
41,20.0,Two year,810.3
68,44.95,Month-to-month,3085.35
36,31.05,Two year,1126.35
47,65.0,Two year,2879.9
4,49.4,Month-to-month,184.4
61,81.0,Two year,4976.15
36,84.1,Month-to-month,3021.6
1,20.5,Month-to-month,20.5
14,78.95,Month-to-month,1101.85
50,108.55,One year,5610.7
27,85.2,Month-to-month,2151.6
23,20.45,One year,481.1
3,75.0,Month-to-month,209.1
36,104.8,One year,3886.45
24,75.4,Month-to-month,1747.85
65,105.5,Month-to-month,6985.65
31,50.05,One year,1523.4
63,80.3,Two year,4995.35
67,60.5,One year,3870.0
58,24.35,Two year,1423.85
15,105.1,Month-to-month,1582.75
16,80.55,Month-to-month,1248.9
1,45.6,Month-to-month,45.6
8,65.5,Month-to-month,573.15
2,70.7,Month-to-month,151.65
71,89.9,Two year,6342.7
4,19.95,One year,68.2
68,82.85,Two year,5776.45
15,56.15,One year,931.9
13,52.1,Month-to-month,670.65
42,20.35,Month-to-month,869.9
4,44.8,Month-to-month,169.65
50,109.65,Month-to-month,5405.8
4,57.2,Month-to-month,223.75
2,51.55,Month-to-month,106.2
46,19.4,Two year,967.85
58,104.65,One year,6219.6
17,44.45,One year,792.15
21,19.6,Two year,397.0
2,95.15,Month-to-month,196.9
68,85.0,Two year,5607.75
28,110.85,Month-to-month,3204.4
40,26.2,Month-to-month,1077.5
8,20.2,One year,140.95
35,75.2,Month-to-month,2576.2
5,64.35,Month-to-month,352.65
14,19.95,Month-to-month,268.4
6,50.05,Month-to-month,288.35
67,65.55,Two year,4361.55
63,84.0,One year,5329.55
8,84.9,Month-to-month,764.95
5,53.8,Month-to-month,283.95
6,82.85,Month-to-month,460.25
49,93.85,Month-to-month,4733.1
61,19.1,One year,1143.8
1,70.1,Month-to-month,70.1
10,20.0,Month-to-month,198.6
72,117.15,Two year,8529.5
53,77.4,One year,4155.95
9,70.05,Month-to-month,657.5
1,20.25,Month-to-month,20.25
4,20.2,Month-to-month,55.7
22,20.55,Month-to-month,469.85
34,100.05,Month-to-month,3480.0
5,89.35,Month-to-month,461.7
5,19.85,Month-to-month,108.05
56,24.3,One year,1261.7
11,79.15,Month-to-month,827.7
33,58.45,One year,1955.4
58,86.1,Two year,4890.5
34,75.55,Month-to-month,2425.4
65,26.5,Two year,1698.55
2,44.15,Month-to-month,92.65
17,81.5,Month-to-month,1329.2
63,40.6,One year,2588.95
72,24.9,Two year,1859.2
43,92.55,Month-to-month,4039.0
72,113.4,Two year,8164.1
6,19.7,Month-to-month,113.5
1,25.0,Month-to-month,25.0
26,60.05,Month-to-month,1616.15
72,95.1,Two year,6843.15
56,111.95,One year,6418.9
1,20.25,Month-to-month,20.25
17,102.55,Month-to-month,1742.5
1,55.3,Month-to-month,55.3
68,86.5,Two year,5882.75
61,25.0,Two year,1498.35
11,40.4,One year,422.6
15,48.8,Month-to-month,720.1
1,19.2,Month-to-month,19.2
34,85.35,Month-to-month,2896.6
72,23.55,Two year,1723.95
26,61.55,One year,1581.95
66,95.3,One year,6273.4
1,49.95,Month-to-month,49.95
64,85.0,Two year,5484.4
3,60.65,Month-to-month,196.9
20,19.5,Month-to-month,413.0
48,103.25,One year,5037.55
43,71.9,One year,3173.35
14,19.65,One year,228.65
57,19.75,Two year,1272.05
72,66.5,Two year,4811.6
72,25.75,Two year,1864.2
38,81.0,Two year,3084.9
2,49.6,Month-to-month,114.7
4,95.45,Month-to-month,396.1
26,69.5,Month-to-month,1800.05
3,29.9,Month-to-month,92.25
26,20.05,One year,505.9
15,38.8,Two year,603.0
22,100.05,One year,2090.25
13,25.0,Two year,332.5
6,44.4,Month-to-month,263.05
20,54.0,One year,1055.9
