tenure,MonthlyCharges,Contract,TotalCharges,Churn
3,19.65,Month-to-month,60.65,No
14,59.8,Month-to-month,824.85,No
31,73.55,Month-to-month,2094.65,No
7,61.4,Month-to-month,438.9,No
8,103.35,Month-to-month,847.3,Yes
17,19.9,One year,329.75,No
32,19.45,Month-to-month,674.55,No
2,81.5,Month-to-month,162.55,No
7,84.8,Month-to-month,546.95,Yes
72,109.55,Two year,7887.25,No
31,99.95,Month-to-month,3186.65,Yes
27,74.4,Month-to-month,1972.35,No
18,90.0,Month-to-month,1527.35,Yes
7,74.9,Month-to-month,490.55,No
14,104.85,Month-to-month,1531.4,Yes
11,59.65,Month-to-month,683.25,No
72,110.45,Two year,8058.85,No
28,106.1,One year,2847.4,Yes
15,74.2,Month-to-month,1133.9,Yes
4,74.45,Month-to-month,294.45,No
71,24.55,Two year,1719.15,No
5,89.35,Month-to-month,461.7,Yes
47,24.55,Two year,1160.45,No
57,90.65,One year,5199.8,No
50,105.05,Two year,5163.3,No
8,20.45,Month-to-month,162.3,No
48,19.55,Two year,883.35,No
70,19.7,One year,1341.5,No
1,70.45,Month-to-month,70.45,No
8,85.65,Month-to-month,659.45,No
1,77.15,Month-to-month,77.15,Yes
1,35.25,Month-to-month,35.25,Yes
60,20.55,Two year,1205.05,No
49,97.95,One year,4917.9,No
4,48.55,Month-to-month,201.0,Yes
29,20.0,One year,599.3,No
67,25.25,Two year,1733.15,No
53,98.4,Month-to-month,5149.5,Yes
67,70.9,Two year,4677.1,No
6,19.85,Month-to-month,119.3,No
47,106.35,Month-to-month,4849.1,No
53,99.5,Two year,5424.25,No
69,84.7,Two year,5878.9,No
3,86.05,Month-to-month,244.85,No
4,44.55,Month-to-month,220.75,No
56,75.85,Two year,4261.2,No
59,93.85,Month-to-month,5574.75,Yes
61,25.0,Two year,1501.75,No
2,45.0,Month-to-month,89.75,No
46,100.7,Month-to-month,4541.2,Yes
12,20.5,Month-to-month,255.5,No
14,80.45,Month-to-month,1072.0,Yes
28,90.45,One year,2509.25,No
24,60.45,Month-to-month,1440.75,No
31,55.25,Month-to-month,1715.65,Yes
68,78.45,One year,5333.35,No
39,100.55,Two year,3895.35,No
42,20.35,Month-to-month,869.9,No
13,54.45,Month-to-month,706.85,Yes
6,90.75,Month-to-month,512.25,No
35,75.35,Month-to-month,2636.05,Yes
38,20.25,One year,814.75,No
18,20.05,Two year,388.6,No
4,19.6,Month-to-month,93.45,No
27,53.8,Month-to-month,1389.85,No
41,70.2,One year,2894.55,No
50,75.5,One year,4025.6,No
72,20.35,Two year,1354.4,No
70,26.05,One year,1856.4,No
44,20.6,One year,926.0,No
2,75.7,Month-to-month,189.2,Yes
34,20.1,One year,682.1,No
72,24.3,Two year,1778.7,No
71,24.5,Two year,1816.2,No
64,110.5,Two year,7069.25,No
72,25.25,Two year,1841.2,No
1,74.25,Month-to-month,74.25,Yes
29,90.1,One year,2656.7,No
23,68.75,One year,1689.45,No
52,19.2,Two year,1054.75,No
25,89.7,Month-to-month,2187.55,Yes
64,115.1,Two year,7334.05,No
16,96.4,Month-to-month,1581.2,Yes
1,69.5,Month-to-month,69.5,Yes
24,99.65,Month-to-month,2404.85,No
2,91.45,Month-to-month,171.45,No
34,84.75,Two year,2839.45,No
36,85.25,Month-to-month,3132.75,Yes
53,78.75,One year,3942.45,No
47,20.25,Two year,873.4,No
72,19.9,Two year,1529.65,No
72,97.75,Two year,6991.6,No
1,19.4,Month-to-month,19.4,Yes
9,83.3,Month-to-month,803.3,Yes
8,80.1,Month-to-month,679.3,Yes
45,62.7,One year,2791.5,Yes
7,100.4,Month-to-month,715.0,No
71,24.45,Two year,1681.6,No
41,101.1,One year,4016.2,No
67,50.9,Two year,3281.65,No
69,107.2,One year,7317.1,No
70,92.2,Two year,6474.45,No
25,25.3,One year,676.35,Yes
72,113.4,Two year,8164.1,No
34,40.55,Two year,1325.85,No
65,26.0,Two year,1654.85,No
70,111.95,Two year,7795.95,No
72,53.8,Two year,3952.45,No
35,72.1,One year,2495.15,No
13,98.15,Month-to-month,1230.25,Yes
12,78.85,One year,876.75,No
62,70.75,One year,4263.45,No
25,76.15,Month-to-month,1992.95,No
52,39.1,Two year,1982.1,No
8,69.95,Month-to-month,562.7,No
2,20.05,Month-to-month,33.7,No
56,20.05,Two year,1090.1,No
12,19.45,Month-to-month,227.45,No
47,26.9,One year,1250.85,No
2,19.2,Month-to-month,37.2,No
18,50.0,Month-to-month,892.7,No
8,60.0,Month-to-month,487.75,No
45,84.55,Month-to-month,3713.95,No
3,45.45,Month-to-month,141.7,No
38,20.05,One year,678.2,No
72,115.55,Two year,8425.3,No
46,93.7,Month-to-month,4154.8,Yes
71,99.0,Two year,7061.65,No
66,50.55,Two year,3364.55,No
25,105.95,Month-to-month,2655.25,Yes
18,82.0,One year,1425.45,Yes
13,25.0,Two year,332.5,No
65,91.55,Two year,5963.95,No
60,95.75,Month-to-month,5742.9,Yes
15,19.35,Two year,278.85,No
72,24.85,Two year,1871.85,No
30,94.05,Month-to-month,2866.45,Yes
42,100.4,Two year,4303.65,No
71,25.0,Two year,1753.0,No
1,54.75,Month-to-month,54.75,Yes
39,95.65,Month-to-month,3759.05,Yes
35,19.25,Month-to-month,617.65,No
53,108.25,Month-to-month,5935.1,No
1,94.6,Month-to-month,94.6,Yes
31,98.9,Month-to-month,2911.3,Yes
48,20.15,Two year,982.95,No
30,101.3,Month-to-month,2974.5,No
10,20.0,Month-to-month,198.7,No
12,105.3,Month-to-month,1275.65,No
57,69.85,Two year,4003.0,No
58,65.25,Month-to-month,3791.6,No
37,19.8,Two year,813.3,No
44,19.6,Month-to-month,780.25,No
27,20.05,One year,552.9,No
8,49.4,Month-to-month,408.25,No
3,76.05,Month-to-month,231.8,Yes
25,88.4,Month-to-month,2191.15,No
57,100.6,Month-to-month,5611.7,No
12,19.45,Month-to-month,246.25,No
62,20.3,Two year,1296.15,No
65,107.65,Two year,7082.85,No
71,80.45,Two year,5662.25,No
21,58.85,One year,1215.45,No
71,109.6,One year,7854.15,No
7,75.15,Month-to-month,525.0,No
72,73.0,Two year,5265.2,No
1,70.1,Month-to-month,70.1,No
72,98.65,Two year,7129.45,No
64,111.45,One year,7266.95,No
72,114.9,Two year,8496.7,No
29,100.55,Month-to-month,2878.75,No
13,20.4,Two year,261.3,No
31,104.35,Month-to-month,3205.6,No
1,69.75,Month-to-month,69.75,Yes
7,34.5,Month-to-month,279.25,Yes
61,105.55,Month-to-month,6281.45,Yes
39,30.1,Month-to-month,1131.3,Yes
10,70.3,Month-to-month,738.2,Yes
14,80.45,Month-to-month,1137.05,No
1,80.2,Month-to-month,80.2,Yes
67,94.35,One year,6341.45,Yes
72,91.35,Two year,6697.2,No
6,44.6,Month-to-month,260.8,Yes
1,19.6,Month-to-month,19.6,Yes
25,19.9,One year,505.45,No
33,110.45,Month-to-month,3655.45,Yes
18,68.35,Month-to-month,1299.8,No
71,79.1,Two year,5564.85,No
28,51.0,One year,1381.8,No
2,80.55,Month-to-month,188.1,No
17,66.7,Month-to-month,1077.05,No
56,86.4,Month-to-month,4922.4,No
60,50.05,One year,2911.5,No
33,25.7,Two year,826.1,No
1,83.4,Month-to-month,83.4,No
2,70.7,Month-to-month,140.7,Yes
63,84.65,Two year,5377.8,No
7,99.25,Month-to-month,665.45,Yes
55,64.75,Two year,3617.1,No
65,100.15,One year,6643.5,No
1,84.8,Month-to-month,84.8,Yes
63,25.25,Two year,1559.3,No
70,113.0,Two year,7987.6,No
36,40.65,Two year,1547.35,No
52,105.0,One year,5426.85,Yes
22,54.45,Month-to-month,1127.35,Yes
22,94.95,Month-to-month,2142.8,No
5,59.9,Month-to-month,287.85,No
47,85.3,Month-to-month,4045.65,Yes
33,83.35,Month-to-month,2757.85,Yes
18,33.5,Month-to-month,600.0,Yes
1,19.8,Month-to-month,19.8,No
56,81.8,Two year,4534.45,No
2,20.0,Month-to-month,40.9,No
35,59.6,Month-to-month,2094.9,No
64,25.0,Two year,1584.8,No
15,84.35,Month-to-month,1302.65,No
24,90.35,Month-to-month,2238.5,Yes
1,55.55,Month-to-month,55.55,No
70,75.35,Two year,5437.75,No
1,90.75,Month-to-month,90.75,Yes
4,89.6,Month-to-month,365.65,Yes
39,59.3,One year,2209.15,No
29,66.1,Month-to-month,1912.15,No
14,18.8,Two year,255.55,No
61,86.45,Two year,5175.3,No
13,52.1,Month-to-month,670.65,No
66,47.4,Two year,3177.25,No
2,49.25,Month-to-month,90.35,Yes
59,109.15,One year,6557.75,No
62,94.95,One year,5791.85,No
33,93.55,One year,3055.5,No
66,79.5,Two year,5196.1,No
72,115.05,Two year,8405.0,No
1,19.75,Month-to-month,19.75,Yes
19,95.15,Month-to-month,1789.25,Yes
51,95.15,One year,5000.05,No
63,105.4,Month-to-month,6713.2,No
27,20.1,One year,562.6,No
22,101.35,Month-to-month,2317.1,Yes
4,20.05,Month-to-month,91.45,No
42,20.7,Two year,828.85,No
29,20.35,One year,617.35,No
4,70.05,Month-to-month,266.9,Yes
30,19.7,One year,625.05,No
4,74.65,Month-to-month,301.4,Yes
71,85.45,Two year,6029.9,No
46,40.4,Two year,1842.7,No
4,50.4,Month-to-month,206.6,Yes
7,79.65,Month-to-month,604.7,Yes
69,105.2,One year,7386.05,No
72,100.65,Two year,7334.05,No
19,79.85,Month-to-month,1471.75,Yes
28,91.0,Month-to-month,2626.15,No
5,78.75,Month-to-month,412.1,Yes
72,116.75,Two year,8277.05,No
8,80.45,Month-to-month,583.45,Yes
7,59.1,One year,369.25,No
22,49.8,Month-to-month,1049.05,No
72,19.3,Two year,1414.8,No
8,19.65,Month-to-month,169.75,No
52,81.4,One year,4354.45,No
68,38.9,Two year,2719.2,No
71,87.95,Two year,6365.35,No
2,19.85,Month-to-month,51.6,No
34,96.35,Month-to-month,3190.25,No
35,24.15,Month-to-month,812.5,No
61,19.1,One year,1143.8,No
1,44.0,Month-to-month,44.0,No
1,50.1,Month-to-month,50.1,Yes
53,60.6,One year,3297.0,No
72,25.65,Two year,1887.0,No
2,76.4,Month-to-month,151.8,Yes
3,98.7,Month-to-month,293.65,Yes
13,100.8,Month-to-month,1308.1,Yes
41,53.95,Month-to-month,2215.4,No
24,20.4,One year,482.8,No
28,90.1,One year,2598.95,Yes
8,29.35,Month-to-month,216.45,No
1,20.45,Month-to-month,20.45,No
54,95.1,Two year,5064.85,No
41,25.25,Month-to-month,996.45,No
19,44.9,Month-to-month,839.65,No
72,92.65,Two year,6733.0,No
62,43.7,Two year,2618.3,No
56,72.6,Two year,4084.35,No
15,51.55,Month-to-month,765.5,Yes
10,79.25,Month-to-month,793.55,Yes
32,18.95,Two year,613.95,No
21,20.5,Month-to-month,402.85,No
62,19.95,One year,1244.8,No
2,24.5,Month-to-month,46.4,No
27,20.6,Two year,581.85,No
5,94.85,Month-to-month,462.8,Yes
25,61.05,One year,1540.2,No
2,85.7,Month-to-month,169.8,Yes
49,106.65,One year,5168.1,No
63,108.25,Month-to-month,6780.1,No
4,20.4,Month-to-month,94.5,No
1,55.3,Month-to-month,55.3,No
11,20.25,Month-to-month,208.0,No
52,72.95,Month-to-month,3829.75,No
60,89.45,Month-to-month,5294.6,No
64,104.65,One year,6889.8,No
43,75.2,Two year,3254.35,No
61,101.15,One year,6383.9,No
1,44.4,Month-to-month,44.4,Yes
5,89.5,Month-to-month,477.7,Yes
66,68.75,Two year,4447.55,No
67,111.05,Two year,7321.05,No
42,99.0,Two year,4135.0,No
1,86.05,Month-to-month,86.05,Yes
31,21.0,Two year,697.7,No
7,19.4,Month-to-month,168.65,No
4,44.55,Month-to-month,174.3,Yes
34,77.2,One year,2753.8,No
3,19.45,One year,69.25,No
19,24.85,Month-to-month,434.8,No
31,35.4,Month-to-month,1077.5,Yes
1,95.65,Month-to-month,95.65,Yes
3,41.35,Month-to-month,107.25,No
46,19.6,Month-to-month,851.2,No
1,20.95,Month-to-month,20.95,Yes
69,84.45,One year,5848.6,No
5,20.25,Month-to-month,109.8,No
1,19.65,Month-to-month,19.65,No
26,20.65,One year,595.5,No
10,34.7,Month-to-month,329.8,Yes
25,99.3,Two year,2513.5,No
64,81.05,Month-to-month,5135.35,No
30,67.6,Month-to-month,2000.2,No
13,70.15,Month-to-month,931.75,No
64,115.0,One year,7396.15,No
46,84.8,Month-to-month,3958.85,No
12,19.7,One year,260.9,No
15,19.75,Month-to-month,297.3,Yes
17,92.55,Month-to-month,1515.1,Yes
13,63.15,Month-to-month,816.8,No
67,74.0,Two year,4868.4,No
24,29.1,Month-to-month,688.0,No
6,50.05,Month-to-month,288.35,No
53,60.05,One year,3229.65,Yes
16,74.3,Month-to-month,1178.25,Yes
10,20.0,Month-to-month,185.4,No
13,74.65,One year,966.25,No
9,85.35,Month-to-month,758.6,Yes
25,74.3,One year,1863.8,Yes
7,44.4,Month-to-month,265.8,No
38,85.4,Two year,3297.0,No
43,94.1,Month-to-month,4107.3,No
4,98.1,Month-to-month,396.3,Yes
25,108.9,Two year,2809.05,No
27,56.2,One year,1567.55,No
72,26.1,Two year,1851.45,No
71,85.45,One year,6028.95,No
24,88.95,Month-to-month,2072.75,No
50,109.65,Two year,5551.15,Yes
57,74.35,Two year,4317.35,No
15,48.85,Month-to-month,736.8,No
4,80.1,Month-to-month,336.15,No
28,56.05,Month-to-month,1522.65,No
9,74.55,Month-to-month,622.9,Yes
55,89.8,Month-to-month,4959.6,No
3,100.95,Month-to-month,329.95,Yes
10,94.9,Month-to-month,1048.85,Yes
55,19.1,One year,1001.5,No
20,20.35,Month-to-month,442.6,No
62,106.05,One year,6703.5,No
32,104.9,Month-to-month,3351.55,Yes
43,19.65,Two year,779.25,No
9,24.1,One year,259.8,Yes
60,59.85,Two year,3483.45,No
58,86.1,Two year,4890.5,No
7,19.45,One year,136.75,No
2,97.1,Month-to-month,184.15,No
37,36.65,Month-to-month,1315.0,No
65,103.9,One year,6767.1,No
39,19.75,Two year,757.95,No
66,104.05,One year,6890.0,Yes
68,24.55,Two year,1657.4,No
62,48.7,Two year,3008.55,No
3,88.35,Month-to-month,262.05,Yes
72,109.55,Two year,8165.1,No
41,20.65,Two year,875.55,No
29,94.65,Month-to-month,2649.15,Yes
4,55.2,Month-to-month,220.65,No
53,24.05,One year,1301.9,No
1,74.4,Month-to-month,74.4,Yes
41,79.9,Month-to-month,3326.2,Yes
39,20.45,Two year,790.0,No
63,19.25,Two year,1237.65,No
15,26.35,Month-to-month,378.6,No
13,43.8,One year,592.65,No
1,50.15,Month-to-month,50.15,No
1,20.45,Two year,20.45,No
8,69.7,Month-to-month,560.85,Yes
60,61.4,Two year,3638.25,No
12,98.1,Month-to-month,1060.2,Yes
40,70.75,One year,2921.75,No
66,61.15,Two year,4017.45,No
42,20.25,One year,854.9,No
66,63.85,One year,4174.35,No
49,98.7,Month-to-month,4920.55,No
1,20.5,Month-to-month,20.5,Yes
41,20.0,Two year,810.3,No
41,19.3,Two year,772.4,No
23,84.4,Month-to-month,1936.85,No
3,25.1,Month-to-month,79.8,No
4,48.25,Month-to-month,202.25,No
52,19.85,Two year,1070.5,No
4,99.6,Month-to-month,347.65,Yes
11,94.2,Month-to-month,999.9,No
2,62.15,Month-to-month,113.1,No
26,79.3,Month-to-month,2015.8,No
24,56.25,One year,1454.25,No
12,20.3,Month-to-month,246.7,No
60,99.0,Month-to-month,6017.9,No
64,90.6,Two year,5817.45,No
66,85.9,Two year,5595.3,No
60,79.2,One year,4765.0,No
17,70.35,One year,1201.65,No
42,19.35,Two year,867.3,No
1,50.15,Month-to-month,50.15,No
47,63.8,Two year,3007.25,No
10,20.55,Month-to-month,252.75,No
70,88.55,Two year,6306.5,No
67,101.4,Month-to-month,6841.05,No
1,81.95,Month-to-month,81.95,Yes
7,69.35,Month-to-month,451.1,Yes
1,44.6,Month-to-month,44.6,No
4,63.75,Month-to-month,226.2,No
66,109.25,Two year,7082.5,No
12,84.6,Month-to-month,1017.35,No
24,20.45,One year,527.35,No
26,85.75,Month-to-month,2146.5,No
6,91.1,Month-to-month,455.3,Yes
57,107.95,Two year,5969.85,No
14,86.1,Month-to-month,1235.55,Yes
42,22.95,Two year,1014.25,No
25,94.7,Month-to-month,2362.1,Yes
64,19.45,Two year,1225.65,No
22,85.1,Month-to-month,1873.7,Yes
19,19.7,One year,386.5,No
61,99.15,Month-to-month,6010.05,Yes
22,87.0,Month-to-month,1850.65,No
70,102.95,Month-to-month,7101.5,Yes
12,79.95,Month-to-month,1043.4,No
31,64.0,One year,1910.75,No
11,64.9,Month-to-month,716.1,No
68,25.75,Two year,1686.15,No
72,90.15,Two year,6716.45,No
67,116.1,Two year,7839.85,No
60,104.95,Month-to-month,6236.75,No
1,45.05,Month-to-month,45.05,Yes
1,71.0,Month-to-month,71.0,Yes
58,50.0,One year,2919.85,No
47,70.55,Month-to-month,3309.25,Yes
1,79.7,Month-to-month,79.7,Yes
1,20.45,Month-to-month,20.45,No
22,59.0,Month-to-month,1254.7,Yes
48,60.35,One year,2896.4,Yes
37,19.85,One year,717.5,No
13,19.95,One year,253.8,No
43,26.45,Two year,1110.05,No
6,63.4,Two year,348.8,No
71,53.95,Two year,3888.65,No
1,69.25,Month-to-month,69.25,Yes
72,95.1,Two year,6843.15,No
6,74.1,Month-to-month,450.9,No
12,35.5,Month-to-month,432.25,No
25,70.95,Month-to-month,1767.35,Yes
21,79.2,One year,1742.45,No
6,48.8,Month-to-month,297.35,No
20,89.0,Month-to-month,1820.45,Yes
18,99.4,Month-to-month,1742.95,Yes
43,55.45,One year,2444.25,No
35,25.4,Two year,949.8,No
1,73.5,Month-to-month,73.5,Yes
32,93.5,Month-to-month,2970.8,No
52,63.9,Two year,3334.95,No
32,64.85,One year,2010.95,No
72,63.8,Two year,4684.3,No
51,44.45,Month-to-month,2181.55,No
68,19.95,Two year,1303.25,No
8,43.35,Month-to-month,371.4,No
49,49.65,Two year,2409.9,No
72,85.1,Two year,6155.4,No
9,95.5,Month-to-month,829.1,Yes
28,92.35,Month-to-month,2602.9,Yes
54,89.8,Month-to-month,4667.0,No
11,74.55,Month-to-month,824.75,Yes
50,103.05,One year,5153.5,No
69,116.0,Two year,8182.85,No
1,69.9,Month-to-month,69.9,No
68,95.1,Two year,6683.4,No
40,40.25,One year,1564.05,No
31,25.75,Two year,755.6,No
33,105.35,Month-to-month,3465.05,No
55,113.6,Two year,6292.7,No
68,24.0,Two year,1664.3,No
12,19.4,Month-to-month,198.1,No
71,86.1,Two year,6045.9,No
40,102.65,Month-to-month,4108.15,No
64,92.85,One year,5980.75,No
53,97.75,One year,5043.2,No
12,83.8,Month-to-month,1029.75,Yes
53,54.45,Month-to-month,2854.55,Yes
72,97.95,Two year,7114.25,No
46,19.95,Two year,907.05,No
40,24.6,Two year,973.95,No
12,50.95,Month-to-month,605.75,No
9,75.6,Month-to-month,661.55,No
51,80.75,Month-to-month,4116.9,No
49,90.4,Month-to-month,4494.65,No
41,99.8,Month-to-month,4259.3,Yes
56,60.25,One year,3282.75,No
4,20.2,Month-to-month,55.7,No
20,64.15,One year,1274.45,No
26,20.25,Month-to-month,493.95,No
20,105.85,Month-to-month,2239.65,Yes
7,75.45,Month-to-month,480.75,Yes
7,93.85,Month-to-month,635.6,Yes
51,99.0,Month-to-month,5038.15,No
4,80.3,Month-to-month,324.2,No
1,19.55,Month-to-month,19.55,No
27,100.75,Month-to-month,2793.55,No
22,100.75,Month-to-month,2095.0,Yes
12,53.75,Month-to-month,648.65,No
3,31.0,Month-to-month,95.05,Yes
34,25.6,One year,917.15,No
24,58.35,One year,1346.9,No
51,80.0,Month-to-month,4242.35,Yes
14,46.35,Month-to-month,672.7,No
59,113.75,Two year,6561.25,No
3,90.4,Month-to-month,268.45,No
65,109.3,Two year,7337.55,No
5,70.25,Month-to-month,331.9,Yes
59,90.3,Two year,5194.05,No
72,65.25,Two year,4478.85,No
62,100.15,Month-to-month,6283.3,Yes
28,94.5,Month-to-month,2659.4,Yes
3,60.65,Month-to-month,196.9,No
19,24.1,Month-to-month,439.2,No
1,19.5,Month-to-month,19.5,No
24,85.95,Month-to-month,2107.15,No
57,53.5,One year,3035.8,No
72,25.45,Two year,1866.45,No
67,20.5,Two year,1430.95,No
52,20.85,One year,1071.6,No
71,89.9,Two year,6457.15,No
26,26.0,One year,684.05,No
35,113.2,Two year,3914.05,No
55,69.05,Two year,3842.6,No
33,20.1,Two year,670.35,No
72,109.65,Two year,7880.25,No
1,19.2,Month-to-month,19.2,No
10,33.9,Month-to-month,298.45,Yes
37,90.0,Month-to-month,3371.75,No
12,34.0,Month-to-month,442.45,No
1,20.4,One year,20.4,No
62,38.6,Two year,2345.55,No
1,25.25,Month-to-month,25.25,No
18,60.6,Month-to-month,1156.35,No
69,89.95,Month-to-month,6143.15,Yes
2,74.75,Month-to-month,144.8,No
19,20.6,Month-to-month,414.95,No
12,84.45,Month-to-month,1059.55,Yes
9,20.4,Month-to-month,181.8,No
27,81.7,One year,2212.55,No
27,79.5,Month-to-month,2180.55,Yes
1,89.15,Month-to-month,89.15,Yes
24,20.3,Month-to-month,459.95,No
14,74.95,Month-to-month,1036.75,Yes
32,74.4,Month-to-month,2276.95,Yes
11,20.0,One year,211.95,No
1,25.0,Month-to-month,25.0,No
38,80.45,Month-to-month,3162.65,No
9,19.75,Two year,210.65,No
54,65.65,Two year,3566.7,No
29,71.0,One year,2080.1,No
44,89.2,Month-to-month,4040.2,No
59,86.75,Two year,5186.0,No
3,55.3,Month-to-month,196.15,Yes
18,61.5,One year,1087.45,No
67,25.1,Two year,1672.15,No
22,55.15,Month-to-month,1206.05,Yes
33,34.05,One year,1113.95,No
5,19.95,Month-to-month,107.05,No
2,19.95,Month-to-month,38.15,No
72,89.7,Two year,6339.3,No
9,20.4,Month-to-month,184.1,No
67,26.3,Two year,1688.9,No
16,84.95,Month-to-month,1378.25,Yes
8,20.7,Month-to-month,137.6,No
5,43.25,Month-to-month,219.0,Yes
23,48.35,One year,1067.15,Yes
1,79.55,Month-to-month,79.55,Yes
50,71.05,Month-to-month,3444.85,Yes
17,19.45,Two year,369.05,No
68,110.8,Two year,7553.6,No
1,84.5,Month-to-month,84.5,Yes
25,69.3,Month-to-month,1813.1,No
67,49.35,One year,3321.35,No
32,20.35,One year,707.5,No
67,105.6,One year,7112.15,No
72,64.45,Two year,4641.1,No
71,108.6,Two year,7690.9,Yes
1,49.9,Month-to-month,49.9,No
46,30.3,Month-to-month,1380.1,Yes
2,30.4,Month-to-month,78.65,Yes
1,45.4,Month-to-month,45.4,Yes
48,65.65,One year,3094.65,No
61,103.3,One year,6518.35,No
32,84.15,Month-to-month,2585.95,Yes
2,44.45,Month-to-month,82.7,No
3,19.75,Month-to-month,58.85,Yes
5,85.4,Month-to-month,425.9,Yes
71,89.9,Two year,6342.7,No
37,55.05,Month-to-month,2030.75,No
65,104.1,Two year,6700.05,No
67,106.6,One year,7244.7,No
49,75.2,Month-to-month,3678.3,Yes
50,70.5,Two year,3486.65,No
25,19.6,One year,411.15,No
17,55.85,One year,937.5,Yes
64,24.05,Two year,1559.15,No
25,38.1,One year,970.4,No
23,106.4,Month-to-month,2483.5,Yes
24,34.25,Month-to-month,828.2,No
37,100.05,Month-to-month,3810.55,No
21,68.65,Month-to-month,1493.2,No
1,45.8,Month-to-month,45.8,No
10,75.75,Month-to-month,777.3,No
6,84.4,Month-to-month,556.35,Yes
51,96.4,One year,4911.05,No
10,20.55,Month-to-month,187.35,No
6,50.95,Month-to-month,307.6,No
47,90.5,Two year,4318.35,No
61,79.4,One year,4820.55,No
52,58.75,Two year,3038.55,No
35,59.45,Month-to-month,2136.9,No
71,105.7,One year,7472.15,No
6,56.25,Month-to-month,389.1,Yes
45,53.3,Two year,2296.25,No
2,85.55,Month-to-month,187.45,Yes
4,68.65,Month-to-month,261.25,Yes
2,24.3,Month-to-month,38.45,No
4,77.85,Month-to-month,299.2,Yes
51,59.9,One year,3043.6,No
60,23.95,One year,1506.4,No
9,20.15,One year,163.7,No
3,105.35,Month-to-month,323.25,Yes
17,95.65,Month-to-month,1640.0,No
8,87.05,Month-to-month,762.1,Yes
46,81.0,Two year,3846.35,No
68,82.45,Two year,5646.6,No
1,53.5,Month-to-month,53.5,Yes
